System,Sub-System,Diagnostic Code,Condition,Regulation,Link
"Neurological","Organic Diseases of CNS","8012","Hematomyelia","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8013","Syphilis, cerebrospinal","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8014","Syphilis, meningovascular","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8015","Tabes dorsalis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8017","Amyotrophic lateral sclerosis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8018","Multiple sclerosis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8019","Meningitis, cerebrospinal, epidemic","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Organic Diseases of CNS","8020","Brain, abscess","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Spinal Cord, New Growths","8021","Spinal Cord Malignant growth","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Spinal Cord, New Growths","8022","Spinal Cord Benign growth","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Spinal Cord, New Growths","8023","Progressive muscular atrophy","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Spinal Cord, New Growths","8024","Syringomyelia","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Spinal Cord, New Growths","8025","Myasthenia gravis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Spinal Cord, New Growths","8045","Residuals of traumatic brain injury (TBI)","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Spinal Cord, New Growths","8046","Cerebral arteriosclerosis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Miscellaneous Diseases","8100","Migraine","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Miscellaneous Diseases","8103","Tic, convulsive","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Miscellaneous Diseases","8104","Paramyoclonus multiplex","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Miscellaneous Diseases","8105","Chorea, Sydenham’s","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Miscellaneous Diseases","8106","Chorea, Huntington’s","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Miscellaneous Diseases","8107","Athetosis, acquired","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Miscellaneous Diseases","8108","Narcolepsy","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8205","Fifth (trigeminal), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8207","Seventh (facial), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8209","Ninth (glossopharyngeal), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8210","Tenth (pneumogastric, vagus), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8211","Eleventh (spinal accessory, external branch), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8212","Twelfth (hypoglossal), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8305","Neuritis, fifth cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8307","Neuritis, seventh cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8309","Neuritis, ninth cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8310","Neuritis, tenth cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8311","Neuritis, eleventh cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8312","Neuritis, twelfth cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8405","Neuralgia, fifth cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8407","Neuralgia, seventh cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8409","Neuralgia, ninth cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8410","Neuralgia, tenth cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8411","Neuralgia, eleventh cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Cranial Nerves","8412","Neuralgia, twelfth cranial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8510","Upper radicular group, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8511","Middle radicular group, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8512","Lower radicular group, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8513","All radicular groups, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8514","Musculospiral nerve (radial), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8515","Median nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8516","Ulnar nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8517","Musculocutaneous nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8518","Circumflex nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8519","Long thoracic nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8520","Sciatic nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8521","External popliteal nerve (common peroneal), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8522","Musculocutaneous nerve (superficial peroneal), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8523","Anterior tibial nerve (deep peroneal), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8524","Internal popliteal nerve (tibial), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8525","Posterior tibial nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8526","Anterior crural nerve (femoral), paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8527","Internal saphenous nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8528","Obturator nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8529","External cutaneous nerve of thigh, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8530","Ilio-inguinal nerve, paralysis","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8540","Soft-tissue sarcoma (Neurogenic origin)","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8610","Neuritis, upper radicular group","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8611","Neuritis, middle radicular group","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8612","Neuritis, lower radicular group","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8613","Neuritis, all radicular group","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8614","Neuritis, musculospiral (radial) nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8615","Neuritis, median nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8616","Neuritis, ulnar nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8617","Neuritis, musculocutaneous nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8618","Neuritis, circumflex nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8619","Neuritis, long thoracic nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8620","Neuritis, sciatic nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8621","Neuritis, external popliteal (common peroneal) nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8622","Neuritis, musculocutaneous (superficial peroneal) nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8623","Neuritis, anterior tibial (deep peroneal) nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8624","Neuritis, internal popliteal (tibial) nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8625","Neuritis, posterior tibial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8626","Neuritis, anterior crural (femoral) nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8627","Neuritis, internal saphenous nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8628","Neuritis, obturator nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8629","Neuritis, external cutaneous nerve of thigh","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8630","Neuritis, ilio-inguinal nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8710","Neuralgia, upper radicular group","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8711","Neuralgia, middle radicular group","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8712","Neuralgia, lower radicular group","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8713","Neuralgia, all radicular groups","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8714","Neuralgia, musculospiral nerve (radial)","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8715","Neuralgia, median nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8716","Neuralgia, ulnar nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8717","Neuralgia, musculocutaneous nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8718","Neuralgia, circumflex nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8719","Neuralgia, long thoracic nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8720","Neuralgia, sciatic nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8721","Neuralgia, external popliteal nerve (common peroneal)","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8722","Neuralgia, musculocutaneous nerve (superficial peroneal)","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8723","Neuralgia, anterior tibial nerve (deep peroneal)","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8724","Neuralgia, internal popliteal nerve (tibial)","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8725","Neuralgia, posterior tibial nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8726","Neuralgia, anterior crural nerve (femoral)","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8727","Neuralgia, internal saphenous nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8728","Neuralgia, obturator nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8729","Neuralgia, external cutaneous nerve of thigh","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","Peripheral Nerves","8730","Neuralgia, ilio-inguinal nerve","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","The Epilepsies","8910","Epilepsy, Grand mal","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","The Epilepsies","8911","Epilepsy, Petit mal","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","The Epilepsies","8912","Epilepsy, Jacksonian and focal motor or sensory","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","The Epilepsies","8913","Epilepsy, Diencephalic","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Neurological","The Epilepsies","8914","Epilepsy, Psychomotor","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
"Mental Disorders","Mental Disorders","9201","Schizophrenia","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9208","Delusional disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9210","Other specified and unspecified schizophrenia spectrum","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9211","Schizoaffective Disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9300","Delirium","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9301","Major or mild neurocognitive disorder due to HIV or other infections","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9304","Major or mild neurocognitive disorder due to traumatic brain injury","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9305","Major or mild vascular neurocognitive disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9310","Unspecified neurocognitive disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9312","Major or mild neurocognitive disorder due to Alzheimer’s disease","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9326","Major or mild neurocognitive disorder due to another medical condition","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9400","Generalized anxiety disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9403","Specific phobia; social anxiety disorder (social phobia)","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9404","Obsessive compulsive disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9410","Other specified anxiety disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9411","Posttraumatic stress disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9412","Panic disorder and/or agoraphobia","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9413","Unspecified anxiety disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9416","Dissociative amnesia; dissociative identity disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9417","Depersonalization/derealization disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9421","Somatic symptom disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9422","Other specified somatic symptom and related disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9423","Unspecified somatic symptom and related disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9424","Conversion disorder (functional neurological symptom disorder)","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9425","Illness anxiety disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9431","Cyclothymic disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9432","Bipolar disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9433","Persistent depressive disorder (dysthymia)","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9434","Major depressive disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9435","Unspecified depressive disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9440","Chronic adjustment disorder","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9520","Anorexia nervosa","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Mental Disorders","Mental Disorders","9521","Bulimia nervosa","38 CFR § 4.130","https://www.ecfr.gov/current/title-38/section-4.130"
"Dental and Oral","Dental and Oral Conditions","9900","Maxilla or mandible, chronic osteomyelitis","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9901","Mandible, loss of, complete","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9902","Mandible loss of, including ramus","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9903","Mandible, nonunion of","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9904","Mandible, malunion","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9905","Temporomandibular disorder (TMD)","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9908","Condyloid process","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9909","Coronoid process","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9911","Hard palate, loss of","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9913","Teeth, loss of","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9914","Maxilla, loss of more than half","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9915","Maxilla, loss of half or less","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9916","Maxilla, malunion or nonunion of","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9917","Neoplasm, hard and soft tissue, benign","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"Dental and Oral","Dental and Oral Conditions","9918","Neoplasm, hard and soft tissue, malignant","38 CFR § 4.150","https://www.ecfr.gov/current/title-38/section-4.150"
"The Eye","Diseases of the Eye","6028","Cataract, senile, and others","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6031","Dacryocystitis","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6037","Pinguecula","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6067","Blindness in 1 eye, only light perception: In the other eye 5/200 (1.5/60)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6068","Blindness in 1 eye, only light perception: In the other eye 10/200 (3/60); 15/200 (4.5/60); or 20/200 (6/60)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6069","Blindness in 1 eye, only light perception: In the other eye 20/100 (6/30); 20/70 (6/21); or 20/50 (6/15)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6070","Blindness in 1 eye, only light perception: In the other eye 20/40 (6/12)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6071","Vision in 1 eye 5/200 (1.5/60): In the other eye 5/200 (1.5/60)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6072","Vision in 1 eye 5/200 (1.5/60): In the other eye 10/200 (3/60); 15/200 (4.5/60); or 20/200 (6/60)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6073","Vision in 1 eye 5/200 (1.5/60): In the other eye 20/100 (6/30); 20/70 (6/21); or 20/50 (6/15)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6074","Vision in 1 eye 5/200 (1.5/60): In the other eye 20/40 (6/12)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6075","Vision in 1 eye 10/200 (3/60); 15/200 (4.5/60); or 20/200 (6/60): In the other eye 10/200 (3/60); 15/200 (4.5/60); or 20/200 (6/60)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6076","Vision in 1 eye 10/200 (3/60); 15/200 (4.5/60); or 20/200 (6/60): In the other eye 20/100 (6/30); 20/70 (6/21); or 20/50 (6/15)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6077","Vision in 1 eye 10/200 (3/60); 15/200 (4.5/60); or 20/200 (6/60): In the other eye 20/40 (6/12)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6078","Vision in 1 eye 20/100 (6/30); 20/70 (6/21); or 20/50 (6/15): In the other eye 20/100 (6/30); 20/70 (6/21); or 20/50 (6/15)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6079","Vision in 1 eye 20/100 (6/30); 20/70 (6/21); or 20/50 (6/15): In the other eye 20/40 (6/12)","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Muscle Function","6092","Diplopia, limited muscle function","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"Neurological","Peripheral Nerves","8540","Soft-tissue sarcoma (of neurogenic origin)","38 CFR § 4.124a","https://www.ecfr.gov/current/title-38/section-4.124a"
