System,Sub-System,Diagnostic Code,Condition,Regulation,Link
"Muscle Injuries","Foot and Leg","5312","Muscle Group XII (Foot/Leg)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Pelvic Girdle and Thigh","5313","Muscle Group XIII (Pelvic Girdle/Thigh)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Pelvic Girdle and Thigh","5314","Muscle Group XIV (Pelvic Girdle/Thigh)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Pelvic Girdle and Thigh","5315","Muscle Group XV (Pelvic Girdle/Thigh)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Pelvic Girdle and Thigh","5316","Muscle Group XVI (Pelvic Girdle/Thigh)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Pelvic Girdle and Thigh","5317","Muscle Group XVII (Pelvic Girdle/Thigh)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Pelvic Girdle and Thigh","5318","Muscle Group XVIII (Pelvic Girdle/Thigh)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Torso and Neck","5319","Muscle Group XIX (Torso/Neck)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Torso and Neck","5320","Muscle Group XX (Torso/Neck)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Torso and Neck","5321","Muscle Group XXI (Torso/Neck)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Torso and Neck","5322","Muscle Group XXII (Torso/Neck)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Torso and Neck","5323","Muscle Group XXIII (Torso/Neck)","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Miscellaneous","5324","Diaphragm, rupture","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Miscellaneous","5325","Muscle injury, facial muscles","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Miscellaneous","5326","Muscle hernia","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Miscellaneous","5327","Muscle, neoplasm of, malignant","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Miscellaneous","5328","Muscle, neoplasm of, benign","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Miscellaneous","5329","Sarcoma, soft tissue","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Miscellaneous","5330","Rhabdomyolysis, residuals of","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"Muscle Injuries","Miscellaneous","5331","Compartment syndrome","38 CFR § 4.73","https://www.ecfr.gov/current/title-38/section-4.73"
"The Eye","Diseases of the Eye","6000","Choroidopathy, including uveitis, iritis, cyclitis","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6001","Keratopathy","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6002","Scleritis","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6003","Iritis","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6004","Cyclitis","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6005","Choroiditis","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6006","Retinopathy or maculopathy not otherwise specified","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6007","Intraocular hemorrhage","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6008","Detachment of retina","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6009","Unhealed eye injury","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6010","Tuberculosis of eye","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6011","Retinal scars, atrophy, or irregularities","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6012","Angle-closure glaucoma","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6013","Open-angle glaucoma","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6014","Malignant neoplasms of the eye, orbit, and adnexa","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6015","Benign neoplasms of the eye, orbit, and adnexa","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6016","Nystagmus, central","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6017","Conjunctivitis, trachomatous, chronic","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6018","Conjunctivitis, other, chronic","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6019","Ptosis unilateral or bilateral","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6020","Ectropion","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6021","Entropion","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6022","Lagophthalmos","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6023","Eyebrows, loss","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6024","Eyelashes, loss","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6025","Disorders of the lacrimal apparatus","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6026","Optic neuropathy","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6027","Cataract","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6029","Aphakia","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6030","Accommodation, paralysis","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6032","Eyelids, loss of portion","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6033","Lens, crystalline, dislocation","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6034","Pterygium","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6035","Keratoconus","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6036","Status post corneal transplant","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6040","Diabetic retinopathy","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6042","Retinal dystrophy","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Diseases of the Eye","6046","Post-chiasmal disorders","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6061","Anatomical loss both eyes","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6062","Blindness, both eyes, only light perception","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6063","Anatomical loss of 1 eye","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6064","Blindness in 1 eye, only light perception","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6065","Vision in 1 eye 5/200","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Central Visual Acuity","6066","Vision in 1 eye 10/200 or better","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Field Vision","6080","Visual Field impairment","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Field Vision","6081","Scotoma","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Muscle Function","6090","Diplopia","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Eye","Impairment of Muscle Function","6091","Symblepharon","38 CFR § 4.79","https://www.ecfr.gov/current/title-38/section-4.79"
"The Ear","Diseases of the Ear","6200","Chronic suppurative otitis media","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6201","Chronic nonsuppurative otitis media","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6202","Otosclerosis","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6204","Peripheral vestibular disorders","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6205","Meniere’s syndrome","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6207","Loss of auricle","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6208","Malignant neoplasm of ear","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6209","Benign neoplasm of ear","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6210","Chronic otitis externa","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6211","Tympanic membrane perforation","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"The Ear","Diseases of the Ear","6260","Tinnitus, recurrent","38 CFR § 4.87","https://www.ecfr.gov/current/title-38/section-4.87"
"Other Sense Organs","Smell and Taste","6275","Smell, complete loss","38 CFR § 4.87a","https://www.ecfr.gov/current/title-38/section-4.87a"
"Other Sense Organs","Smell and Taste","6276","Taste, complete loss","38 CFR § 4.87a","https://www.ecfr.gov/current/title-38/section-4.87a"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6300","Vibriosis (Cholera, Non-cholera)","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6301","Visceral Leishmaniasis","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6302","Leprosy (Hansen’s Disease)","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6304","Malaria","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6305","Lymphatic filariasis","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6306","Bartonellosis","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6307","Plague","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6308","Relapsing fever","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6309","Rheumatic fever","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6310","Syphilis","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6311","Tuberculosis, miliary","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6312","Nontuberculosis mycobacterium infection","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6313","Avitaminosis","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6314","Beriberi","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6315","Pellagra","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6316","Brucellosis","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6317","Rickettsial, ehrlichia, and anaplasma infections","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6318","Melioidosis","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6319","Lyme disease","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6320","Parasitic diseases","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6325","Hyperinfection syndrome or disseminated strongyloidiasis","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6326","Schistosomiasis","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6329","Hemorrhagic fevers (dengue, yellow fever)","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6330","Campylobacter jejuni infection","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6331","Coxiella burnetii infection (Q Fever)","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6333","Nontyphoid salmonella infections","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6334","Shigella infections","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6335","West Nile virus infection","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6350","Lupus erythematosus","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6351","HIV-Related Illness","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Infectious Diseases/Immune Disorders","Infectious Diseases","6354","Chronic Fatigue Syndrome (CFS)","38 CFR § 4.88b","https://www.ecfr.gov/current/title-38/section-4.88b"
"Respiratory System","Nose and Throat","6502","Septum, nasal, deviation","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6504","Nose, loss of part of, or scars","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6510","Sinusitis, pansinusitis, chronic","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6511","Sinusitis, ethmoid, chronic","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6512","Sinusitis, frontal, chronic","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6513","Sinusitis, maxillary, chronic","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6514","Sinusitis, sphenoid, chronic","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6515","Laryngitis, tuberculous","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6516","Laryngitis, chronic","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6518","Laryngectomy, total","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6519","Aphonia, complete organic","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6520","Larynx, stenosis of","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6521","Pharynx, injuries to","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6522","Allergic or vasomotor rhinitis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6523","Bacterial rhinitis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nose and Throat","6524","Granulomatous rhinitis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Trachea and Bronchi","6600","Bronchitis, chronic","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Trachea and Bronchi","6601","Bronchiectasis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Trachea and Bronchi","6602","Asthma, bronchial","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Trachea and Bronchi","6603","Emphysema, pulmonary","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Trachea and Bronchi","6604","Chronic obstructive pulmonary disease","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6701","Active, far advanced","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6702","Active, moderately advanced","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6703","Active, minimal","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6704","Active, advancement unspecified","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6721","Inactive, far advanced","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6722","Inactive, moderately advanced","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6723","Inactive, minimal","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6724","Inactive, advancement unspecified","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6730","Tuberculosis, Pulmonary Chronic, active","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6731","Tuberculosis, Pulmonary Chronic, inactive","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Tuberculosis","6732","Pleurisy, active or inactive","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nontuberculous Diseases","6817","Pulmonary Vascular Disease","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nontuberculous Diseases","6819","Neoplasms, malignant (Respiratory)","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Nontuberculous Diseases","6820","Neoplasms, benign (Respiratory)","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Bacterial Infections of the Lung","6822","Actinomycosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Bacterial Infections of the Lung","6823","Nocardiosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Bacterial Infections of the Lung","6824","Chronic lung abscess","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Interstitial Lung Disease","6825","Fibrosis of lung, diffuse interstitial","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Interstitial Lung Disease","6826","Desquamative interstitial pneumonitis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Interstitial Lung Disease","6827","Pulmonary alveolar proteinosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Interstitial Lung Disease","6828","Eosinophilic granuloma","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Interstitial Lung Disease","6829","Drug-induced, pneumonitis & fibrosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Interstitial Lung Disease","6830","Radiation-induced, pneumonitis & fibrosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Interstitial Lung Disease","6831","Hypersensitivity pneumonitis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Interstitial Lung Disease","6832","Pneumoconiosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Interstitial Lung Disease","6833","Asbestosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Mycotic Lung Disease","6834","Histoplasmosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Mycotic Lung Disease","6835","Coccidioidomycosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Mycotic Lung Disease","6836","Blastomycosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Mycotic Lung Disease","6837","Cryptococcosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Mycotic Lung Disease","6838","Aspergillosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Mycotic Lung Disease","6839","Mucormycosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Restrictive Lung Disease","6840","Diaphragm paralysis or paresis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Restrictive Lung Disease","6841","Spinal cord injury with respiratory insufficiency","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Restrictive Lung Disease","6842","Kyphoscoliosis, pectus excavatum/carinatum","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Restrictive Lung Disease","6843","Traumatic chest wall defect","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Restrictive Lung Disease","6844","Post-surgical residual (Respiratory)","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Restrictive Lung Disease","6845","Pleural effusion or fibrosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Restrictive Lung Disease","6846","Sarcoidosis","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Respiratory System","Restrictive Lung Disease","6847","Sleep Apnea Syndromes","38 CFR § 4.97","https://www.ecfr.gov/current/title-38/section-4.97"
"Cardiovascular System","Diseases of the Heart","7000","Valvular heart disease","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7001","Endocarditis","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7002","Pericarditis","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7003","Pericardial adhesions","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7004","Syphilitic heart disease","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7005","Arteriosclerotic heart disease","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7006","Myocardial infarction","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7007","Hypertensive heart disease","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7008","Hyperthyroid heart disease","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7009","Bradycardia (Bradyarrhythmia)","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7010","Supraventricular tachycardia","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7011","Ventricular arrhythmias","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7015","Atrioventricular block","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7016","Heart valve replacement","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7017","Coronary bypass surgery","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7018","Implantable cardiac pacemakers","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7019","Cardiac transplantation","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Heart","7020","Cardiomyopathy","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7101","Hypertensive vascular disease","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7110","Aortic aneurysm: ascending, thoracic, abdominal","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
"Cardiovascular System","Diseases of the Arteries and Veins","7111","Aneurysm, large artery","38 CFR § 4.104","https://www.ecfr.gov/current/title-38/section-4.104"
